INCIDENT_DATE,STATE,AIRPORT_ID,AIRPORT,OPID,OPERATOR,ATYPE,TYPE_ENG,SPECIES_ID,SPECIES,DAMAGE,COST_REPAIRS,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,NUM_ENGS,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,REG,FLT,REMAINS_COLLECTED,REMAINS_SENT,INCIDENT_MONTH,INCIDENT_YEAR,TIME_OF_DAY,TIME,FAAREGION,ENROUTE,RUNWAY,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,INGESTED,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SKY,PRECIP,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED,COMMENTS,REMARKS,AOS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,REPORTED_NAME,REPORTED_TITLE,REPORTED_DATE,SOURCE,PERSON,NR_INJURIES,NR_FATALITIES,LUPDATE,TRANSFER,INDICATED_DAMAGE
10/18/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,MD-90-30,D,O2111,Rock pigeon,,,583,43,23,1,A,4,2,5,5,,,N922DX,2185,TRUE,FALSE,10,2012,Day,1058,AGL,,30L,,0,,0,Take-off run,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PART NOT REPTD,None,,Overcast,None,1,2 to 10,Small,Y,xxxx-xx-xx-xxxxxx,BIRD WAS FOUND AT RWY 30L AND TWY D INTXN. ON RT SIDE OF CENTERLINE. BIRD WAS NOT INGESTED. FLT CONTD TO DESTINATION.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/10/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SKW,SKYWEST AIRLINES,CRJ100/200,D,YH004,Horned lark,N,,188,10,22,4,A,3,2,5,5,,,N427SW,4520,TRUE,FALSE,10,2012,Day,1013,AGL,,35,,50,140,0,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,1,2 to 10,Small,,SOURCE = TWO xxxx-x (xxxx-xx-xx-xxxxxx,FOUND ON CENTERLINE 150 FT FROM TWY K3. NO DMG.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/8/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,AWE,US AIRWAYS,A-320,D,UNKBS,Unknown bird - small,N,,04A,3,10,1,A,4,2,1,1,,,N102UW,978,FALSE,FALSE,10,2012,Day,1244,AGL,,,,500,,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,None,2 to 10,2 to 10,Small,,xxxx-xx-x-xxxxxx,,,,,,,,,FAA Form 5200-7-E,,,,1/23/13 0:00,FALSE,FALSE
10/7/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,CPZ,COMPASS AIRLINES,EMB-170,D,UNKB,Unknown bird,N,,332,,22,4,A,4,2,1,1,,,N606CZ,5714,FALSE,FALSE,10,2012,Day,1030,AGL,,30R,,100,135,,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,2 to 10,1,,,SOURCE = TWO xxxx-x (xxxx-xx-x-xxxxxx),,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/6/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,MD-90-30,D,YH004,Horned lark,N,,583,43,23,1,A,4,2,5,5,,,N929DN,220,TRUE,FALSE,10,2012,Day,1430,AGL,,35,,100,140,0,Approach,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,None,1,1,Small,Y,SOURCE = TWO xxxx-x (xxxx-xx-x-xxxxxx),BIRD REPTD AS SPARROW BY UNKN PERSON. ARPT MGR REPORTS HORNED LARK.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/5/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,M7005,American coot,,,,,,,,,,,,,,,,TRUE,FALSE,10,2012,,,AGL,,30R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-xx-x-xxxxxx,BIRD FOUND DURING RWY INSPN ON THE N EDGE OF RWY BTWN THE RWY 12L PAPI'S AND RWY 4/22. CURRENT RWY CONF WAS 30'S. NO STRIKE REPTD. 1048 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,1/23/13 0:00,FALSE,FALSE
10/1/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UAL,UNITED AIRLINES,A-319,D,N6009,Common snipe,N,,04A,6,23,1,A,4,2,1,1,,,N809UA,545,TRUE,TRUE,10,2012,Night,2211,AGL,,30R,,1300,,,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,SOURCE = TWO xxxx-x,"ID BY SMITHSONIAN, FAA 8699.",,,,,Deleted,Deleted,,FAA Form 5200-7,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/1/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,B-757-200,D,Y,Perching birds (y),N,,148,26,34,40,A,4,2,1,1,,,N539US,,TRUE,TRUE,10,2012,Night,2130,AGL,,30L,,1700,120,,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,,SOURCE = TWO xxxx-x,"ID BY SMITHSONIAN, FAA 8689. NO DNA IN SAMPLE. PASSERINE.",,,,,Deleted,Deleted,10/1/12 0:00,FAA Form 5200-7,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/1/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SCX,SUN COUNTRY AIRLINES,B-737-700,D,UNKB,Unknown bird,N,,148,42,10,1,A,4,2,1,1,,,N710SY,246,FALSE,FALSE,10,2012,Night,2235,AGL,,30L,,900,130,,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,,Y,SOURCE = TWO xxxx-x (xxxx-xx-x-xxxxxx),REMAINS WERE REMOVED BEFORE SAMPLE COULD BE TAKEN.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
10/1/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,CPZ,COMPASS AIRLINES,EMB-170,D,UNKBM,Unknown bird - medium,N,,332,,22,4,A,4,2,1,1,,,N623CZ,5842,TRUE,TRUE,10,2012,Night,1957,AGL,,35,,1500,142,,Approach,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,1,1,Medium,Y,SOURCE = TWO xxxx-x (xxxx-xx-x-xxxxxx),PILOT REPORTED STRIKING BIRD 1-2 MILE FINAL FOR RWY 35.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,1/23/13 0:00,FALSE,FALSE
9/29/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SCX,SUN COUNTRY AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,,148,42,10,1,A,4,2,1,1,,,N713SY,396,FALSE,FALSE,9,2012,Night,,AGL,,12R,,4200,,,Approach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,PART NOT REPTD,None,,No Cloud,None,,1,Small,Y,,ATIS WARNING. NO DMG VISIBLE.,,,,,,,,FAA Form 5200-7,,,,12/20/12 0:00,FALSE,FALSE
9/29/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UPS,UPS AIRLINES,B-757-200,D,UNKB,Unknown bird,N,,148,26,37,37,A,4,2,1,1,,,N447UP,496,FALSE,FALSE,9,2012,Dawn,645,AGL,,17,,3200,220,,Climb,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,,,1,,,UPS EVENT REPORT xxxxx,BIRD INITIALLY STRUCK TOP OF RADOME AND REMAINS HIT L1 WINDOW AS WELL. NO DMG NOTED. SML TO MED BIRD.,,,,,,,,Airline Report,Airline Operations,,,12/20/12 0:00,FALSE,FALSE
9/29/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SCX,SUN COUNTRY AIRLINES,B-737-700,D,UNKBS,Unknown bird - small,N,,148,42,10,1,A,4,2,1,1,,,N711SY,284,FALSE,FALSE,9,2012,Night,2220,AGL,,12R,,5000,240,10,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Small,Y,,ATIS WARNING.,,,,,,,,FAA Form 5200-7,,,,12/20/12 0:00,FALSE,FALSE
9/25/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YL001,European starling,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,BIRD FOUND DURING RWY INSPN. 1120 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/25/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YL001,European starling,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,BIRD FOUND DURING RWY INSPN. 1115 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/25/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YL001,European starling,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,BIRD FOUND DURING RWY INSPN. 1123 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/22/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,AAL,AMERICAN AIRLINES,MD-82,D,ZX315,Song sparrow,N,,583,37,34,10,A,4,2,5,5,,,N468AA,1344,TRUE,TRUE,9,2012,Night,2240,AGL,,30L,,150,,,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,2 to 10,Small,Y,SOURCE = THREE xxxx-x (xxxx-x-xx-xxxxxx & Rx),ID BY SMITHSONIAN. ATIS WARNING. PILOT REPTD NO DMG BUT A LOT OF FEATHERS ON LEFT SIDE. SNARGE COLLECTED.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,12/20/12 0:00,FALSE,FALSE
9/18/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,O2111,Rock pigeon,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,17/35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,"FOUND ON SHOULDER OF RWY 17/35, W SIDE AT TWY L6. NO STRIKE REPTD. DAY.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/16/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,MD-90-30,D,UNKBS,Unknown bird - small,N,,583,43,23,1,A,4,2,5,5,,,N916DN,2163,TRUE,FALSE,9,2012,Day,733,AGL,,30L,,300,160,1,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,1,1,Small,Y,SOURCE = TWO xxxx-x (xxxx-x-xx-xxxxxx),ATIS WARNING. NO DMG.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,12/20/12 0:00,FALSE,FALSE
9/16/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SWA,SOUTHWEST AIRLINES,B-737-700,D,ZX302,Swamp sparrow,N,,148,42,10,1,A,4,2,1,1,,,N925WN,4385,TRUE,TRUE,9,2012,Night,2240,AGL,,30L,,4000,210,5,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,2 to 10,Small,N,SOURCE = TWO xxxx-x (xxxx-x-xx-xxxxxx),"ID BY SMITHSONIAN, FAA 8527. NO DMG. ALL A/C INDICATIONS REMAINED NORMAL.",,,,,Deleted,Deleted,,FAA Form 5200-7-E,Pilot,,,12/20/12 0:00,FALSE,FALSE
9/14/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,N5104,American golden-plover,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-xx-xxxxxx,BIRD FOUND ON THE EDGE OF THE RWY DURING DAILY INSPN. FOUND AT THE 5000 DRM. 834 AM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/14/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,TRS,AIRTRAN AIRWAYS,B-717-200,D,1C2201,Brazilian free-tailed bat,N,,148,45,9,6,A,4,2,1,1,,,N925AT,788,TRUE,TRUE,9,2012,Night,2156,AGL,,12L/30R,,,,,Approach,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Small,Y,,"ID BY SMITHSONIAN. FAA 8525. DNA. DATA ENTRY NOTE: # STRUCK NOT RPTD, ASSUME 1.",,,,,,,,FAA Form 5200-7,,,,12/20/12 0:00,FALSE,FALSE
9/12/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,AAL,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,,148,43,10,1,A,4,2,1,1,,,N957AN,1621,FALSE,FALSE,9,2012,Night,2225,AGL,,12R,,4600,240,10,Approach,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Medium,,SOURCE = TWO xxxx-x (xxxx-x-xx-xxxxxx),1 LOUD BANG. SMEAR BELOW CO/P'S WINDHSLD. NO DMG.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Pilot,,,12/20/12 0:00,FALSE,FALSE
9/10/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YM1102,American crow,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,17/35,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Medium,,xxxx-x-xx-xxxxxx,PIREP FROM DEPARTING A/C OF ANIMAL CARCASS ON SHOULDER OF RWY 17/35. DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/6/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,A-320,D,UNKB,Unknown bird,N,,04A,3,10,1,A,4,2,1,1,,,N355NW,2187,FALSE,FALSE,9,2012,Night,2145,AGL,,12L,,800,220,3,Climb,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Some Cloud,None,,1,,N,xxxx-x-x-xxxxxx,"NO APPARENT DMG TO A/C. LOCATION REPTD AS MSP VOR 120 RADIAL, 3 DME. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.",1,,,,Deleted,Deleted,,FAA Form 5200-7-E,Pilot,,,12/20/12 0:00,FALSE,FALSE
9/6/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,O2111,Rock pigeon,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,22-Apr,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-x-xxxxxx,BIRD FOUND ON TWY A JUST W OF RWY 4/22. RWY USED REPTD AS 30'S/35. 1259 PM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
9/5/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,SWA,SOUTHWEST AIRLINES,B-737-700,D,ZS033,Chestnut-sided warbler,N,,148,42,10,1,A,4,2,1,1,,,,,TRUE,TRUE,9,2012,Night,15,AGL,,30L,,,,,Approach,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Small,,,"ID BY SMITHSONIAN. FAA 8398. DNA. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.",,,,,Deleted,Deleted,,FAA Form 5200-7,Airline Operations,,,12/20/12 0:00,FALSE,FALSE
9/5/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,DC-9-30,D,UNKBS,Unknown bird - small,N,,583,21,34,10,A,4,2,5,5,,,N963DN,2163,FALSE,FALSE,9,2012,Day,740,AGL,,30R,,500,143,1,Approach,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,,None,1,1,Small,,SOURCE = TWO xxxx-x (xxxx-x-x-xxxxxx),OPS RESPONDED TO A/C SHORTLY AFTER IT ARRIVED AT THE GATE. MX HAD ALREADY REMOVED ALL EVIDENCE OF STRIKE AND DETERMINED NO DMG. 1/2 MILE FINAL.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airport Operations,,,12/20/12 0:00,FALSE,FALSE
9/4/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,DAL,DELTA AIR LINES,MD-88,D,UNKBM,Unknown bird - medium,N,,583,37,34,10,A,4,2,5,5,,,,2019,FALSE,FALSE,9,2012,Night,2250,AGL,,12L,,4000,190,8,Approach,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,No Cloud,None,,1,Medium,Y,,ATIS WARNING. NO DMG. BIRDSTRIKE 8NW KMSP.,,,,,,,,FAA Form 5200-7,,,,12/20/12 0:00,FALSE,FALSE
9/4/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,AWE,US AIRWAYS,A-321,D,UNKB,Unknown bird,N,,04A,7,23,1,A,4,2,1,1,,,N555AY,984,FALSE,FALSE,9,2012,Night,2348,AGL,,12L,,10000,250,60,Descent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,None,,Overcast,None,,1,,,xxxx-x-x-xxxxxx,LOCATION REPTD AS 60NM.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Airline Operations,,,12/20/12 0:00,FALSE,FALSE
9/4/12 0:00,MN,KMSP,MINNEAPOLIS-ST PAUL INTL,UNK,UNKNOWN,UNKNOWN,,YL001,European starling,,,,,,,,,,,,,,,,TRUE,FALSE,9,2012,,,AGL,,12L/30R,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,1,Small,,xxxx-x-x-xxxxxx,ONE EUROPEAN STARLING FOUND ON THE 30R BLAST PAD DURING ROUTINE RWY INSPN. NO STRIKE REPTD. 1450 PM DAY.,,,,,Deleted,Deleted,,FAA Form 5200-7-E,Carcass Found,,,12/20/12 0:00,FALSE,FALSE
